event_date,transactions,value_cad,alerts,observed_fraud,average_risk_score,alert_rate,observed_fraud_rate
2026-02-18,267,33198.37,29,4,0.3593133350505859,0.10861423220973783,0.0149812734082397
2026-02-19,244,30872.68,27,4,0.36910211743976234,0.11065573770491803,0.01639344262295082
2026-02-20,242,29440.31,26,7,0.3484028994063778,0.10743801652892562,0.028925619834710745
2026-02-21,250,28960.93,29,2,0.35988756457203386,0.116,0.008
2026-02-22,253,33463.5,31,3,0.3803697150505647,0.1225296442687747,0.011857707509881422
2026-02-23,233,29267.45,28,2,0.36476307110869466,0.12017167381974249,0.008583690987124463
2026-02-24,246,25467.17,26,4,0.3708785199154252,0.10569105691056911,0.016260162601626018
2026-02-25,234,27272.36,30,2,0.37211817120300844,0.1282051282051282,0.008547008547008548
2026-02-26,244,23010.45,23,0,0.3326879070386815,0.0942622950819672,0.0
2026-02-27,257,30124.17,33,2,0.37809620935295035,0.12840466926070038,0.007782101167315175
2026-02-28,223,30938.91,29,2,0.37717416848035296,0.13004484304932734,0.008968609865470852
2026-03-01,257,31462.82,26,4,0.3633409037958172,0.10116731517509728,0.01556420233463035
2026-03-02,256,27397.37,30,7,0.3572646651864308,0.1171875,0.02734375
2026-03-03,270,39664.9,30,2,0.37858030718671054,0.1111111111111111,0.007407407407407408
2026-03-04,256,31566.75,28,3,0.3439023433926949,0.109375,0.01171875
2026-03-05,259,30172.64,31,3,0.37123877694626956,0.11969111969111969,0.011583011583011582
2026-03-06,265,32591.89,22,1,0.33815161773450375,0.0830188679245283,0.0037735849056603774
2026-03-07,271,31637.11,41,1,0.3810770326830127,0.15129151291512916,0.0036900369003690036
2026-03-08,256,33070.38,33,0,0.372557606018882,0.12890625,0.0
2026-03-09,258,33008.909999999996,32,2,0.3654417610294498,0.12403100775193798,0.007751937984496124
2026-03-10,243,28185.53,31,2,0.35807615286475936,0.12757201646090535,0.00823045267489712
2026-03-11,251,38872.35,36,2,0.36948665659705976,0.14342629482071714,0.00796812749003984
2026-03-12,274,32472.78,32,4,0.3627484646341764,0.11678832116788321,0.014598540145985401
2026-03-13,268,30407.14,25,2,0.3546422699680382,0.09328358208955224,0.007462686567164179
2026-03-14,258,34014.66,41,5,0.38272851473512237,0.15891472868217055,0.01937984496124031
2026-03-15,248,29798.88,37,4,0.3771383322353317,0.14919354838709678,0.016129032258064516
2026-03-16,251,28045.65,35,4,0.3780801003470942,0.1394422310756972,0.01593625498007968
2026-03-17,258,34834.47,29,0,0.3628482742603652,0.1124031007751938,0.0
2026-03-18,271,32764.420000000002,42,4,0.3728695907423351,0.15498154981549817,0.014760147601476014
2026-03-19,276,30732.41,18,4,0.33855467848600734,0.06521739130434782,0.014492753623188406
2026-03-20,239,28586.98,37,1,0.38006459949616317,0.15481171548117154,0.0041841004184100415
2026-03-21,284,29320.34,33,5,0.36294236025201554,0.11619718309859155,0.017605633802816902
2026-03-22,233,34683.32,25,0,0.3621658518870712,0.1072961373390558,0.0
2026-03-23,239,33178.21,42,1,0.3886497476013004,0.17573221757322174,0.0041841004184100415
2026-03-24,261,30460.0,24,3,0.3687280496417134,0.09195402298850575,0.011494252873563218
2026-03-25,252,31813.43,29,6,0.36392468764807895,0.11507936507936507,0.023809523809523808
2026-03-26,242,31175.74,22,2,0.3539143867565599,0.09090909090909091,0.008264462809917356
2026-03-27,258,26157.57,27,2,0.3567652845915072,0.10465116279069768,0.007751937984496124
2026-03-28,238,28176.21,34,5,0.3797158962566377,0.14285714285714285,0.02100840336134454
2026-03-29,268,26854.22,25,4,0.3487097768251378,0.09328358208955224,0.014925373134328358
2026-03-30,250,25786.3,34,1,0.3858427301697948,0.136,0.004
2026-03-31,261,31000.57,43,2,0.3793947168728626,0.16475095785440613,0.007662835249042145
2026-04-01,246,31996.17,29,4,0.37128467297745255,0.11788617886178862,0.016260162601626018
2026-04-02,267,29028.93,40,7,0.3822283496414296,0.149812734082397,0.026217228464419477
2026-04-03,244,28482.9,31,4,0.3679137041733345,0.12704918032786885,0.01639344262295082
2026-04-04,250,32263.65,34,1,0.37524040559267996,0.136,0.004
2026-04-05,253,29018.06,29,2,0.3585757212339864,0.11462450592885376,0.007905138339920948
2026-04-06,253,34826.78,30,3,0.36930441220380705,0.11857707509881422,0.011857707509881422
2026-04-07,239,29159.85,26,3,0.35199032713902717,0.1087866108786611,0.012552301255230125
2026-04-08,256,36597.02,34,6,0.38776343418735104,0.1328125,0.0234375
2026-04-09,259,31385.21,41,6,0.3758206740148952,0.1583011583011583,0.023166023166023165
2026-04-10,240,30874.26,29,3,0.3726159318922562,0.12083333333333333,0.0125
2026-04-11,242,29676.26,25,1,0.3621424522402411,0.10330578512396695,0.004132231404958678
2026-04-12,237,26400.97,22,6,0.3435389207593995,0.09282700421940929,0.02531645569620253
2026-04-13,247,32524.17,22,0,0.3649755801038836,0.08906882591093117,0.0
2026-04-14,242,25860.87,27,2,0.37498776032676284,0.1115702479338843,0.008264462809917356
2026-04-15,236,28483.3,34,3,0.36055613160851957,0.1440677966101695,0.012711864406779662
2026-04-16,280,36837.45,47,3,0.3888166091218772,0.16785714285714284,0.010714285714285714
2026-04-17,247,27337.71,30,4,0.35953616731777904,0.1214574898785425,0.016194331983805668
2026-04-18,231,31799.86,31,2,0.3721072048912418,0.1341991341991342,0.008658008658008658
2026-04-19,225,26685.88,27,3,0.35965815896105957,0.12,0.013333333333333334
2026-04-20,260,30595.81,34,4,0.365624398577455,0.13076923076923078,0.015384615384615385
2026-04-21,263,33295.43,31,5,0.36219327692903486,0.11787072243346007,0.019011406844106463
2026-04-22,268,31446.55,39,5,0.37813477183715255,0.1455223880597015,0.018656716417910446
2026-04-23,257,26077.07,32,2,0.36138803233518413,0.1245136186770428,0.007782101167315175
2026-04-24,237,26153.95,37,1,0.3688422858471286,0.15611814345991562,0.004219409282700422
2026-04-25,245,31101.07,28,1,0.3571769503191615,0.11428571428571428,0.004081632653061225
2026-04-26,226,23305.19,27,1,0.36420123641942154,0.11946902654867257,0.004424778761061947
2026-04-27,264,34200.55,31,3,0.3531577772078858,0.11742424242424243,0.011363636363636364
2026-04-28,245,29391.46,34,8,0.37361736744895657,0.13877551020408163,0.0326530612244898
2026-04-29,275,35115.39,32,2,0.35426668734576183,0.11636363636363636,0.007272727272727273
2026-04-30,234,30201.74,27,4,0.3741660366388274,0.11538461538461539,0.017094017094017096
2026-05-01,268,33152.57,40,2,0.3774394976832604,0.14925373134328357,0.007462686567164179
2026-05-02,224,33113.34,27,2,0.37164499280205243,0.12053571428571429,0.008928571428571428
2026-05-03,262,30911.0,33,4,0.3697127287716305,0.12595419847328243,0.015267175572519083
2026-05-04,269,34690.97,39,4,0.37269928092044385,0.1449814126394052,0.01486988847583643
2026-05-05,247,31691.39,30,3,0.36301669093366234,0.1214574898785425,0.012145748987854251
2026-05-06,246,30930.02,33,7,0.3860418157631926,0.13414634146341464,0.028455284552845527
2026-05-07,229,25402.92,34,4,0.3644939382586112,0.14847161572052403,0.017467248908296942
2026-05-08,274,30269.18,30,1,0.35135321192151453,0.10948905109489052,0.0036496350364963502
2026-05-09,235,25744.64,26,3,0.35844576278710377,0.11063829787234042,0.01276595744680851
2026-05-10,263,33393.83,29,3,0.3601391251402544,0.11026615969581749,0.011406844106463879
2026-05-11,244,33044.340000000004,24,4,0.3666853331039411,0.09836065573770492,0.01639344262295082
2026-05-12,276,30575.33,26,2,0.3677407519297921,0.09420289855072464,0.007246376811594203
2026-05-13,256,30066.64,25,1,0.36181914492327805,0.09765625,0.00390625
2026-05-14,268,29765.51,39,5,0.36800316485265655,0.1455223880597015,0.018656716417910446
2026-05-15,259,39574.9,34,4,0.36775125437752293,0.13127413127413126,0.015444015444015444
2026-05-16,260,30604.58,34,0,0.3737417572407308,0.13076923076923078,0.0
2026-05-17,260,34726.18,31,6,0.37528931275143895,0.11923076923076924,0.023076923076923078
2026-05-18,271,32626.84,41,3,0.40476776288286426,0.15129151291512916,0.01107011070110701
2026-05-19,257,27415.79,39,4,0.376938667731458,0.1517509727626459,0.01556420233463035
2026-05-20,248,29564.89,29,0,0.35723242109741304,0.11693548387096774,0.0
2026-05-21,241,30087.34,29,2,0.36754399922752073,0.12033195020746888,0.008298755186721992
2026-05-22,267,30538.19,29,3,0.37433171311633545,0.10861423220973783,0.011235955056179775
2026-05-23,261,29463.76,34,1,0.3570766676721861,0.13026819923371646,0.0038314176245210726
2026-05-24,265,35652.03,37,5,0.3723889866661115,0.13962264150943396,0.018867924528301886
2026-05-25,275,30788.81,44,3,0.37404972372355405,0.16,0.01090909090909091
2026-05-26,272,41016.27,35,5,0.365038739140145,0.12867647058823528,0.01838235294117647
2026-05-27,255,26689.93,36,3,0.37333645555318645,0.1411764705882353,0.011764705882352941
2026-05-28,255,31663.52,31,4,0.36911924467066853,0.12156862745098039,0.01568627450980392
2026-05-29,266,33732.74,36,5,0.37411635688828704,0.13533834586466165,0.018796992481203006
2026-05-30,257,34491.11,31,1,0.3818599981347652,0.12062256809338522,0.0038910505836575876
2026-05-31,249,29656.95,36,3,0.3794893369297637,0.14457831325301204,0.012048192771084338
2026-06-01,238,26970.27,22,4,0.3475425868697327,0.09243697478991597,0.01680672268907563
2026-06-02,263,30355.51,37,1,0.37662925832504596,0.14068441064638784,0.0038022813688212928
2026-06-03,263,28766.49,33,1,0.36391054577884935,0.12547528517110265,0.0038022813688212928
2026-06-04,245,25264.39,23,1,0.34958116193559524,0.09387755102040816,0.004081632653061225
2026-06-05,228,27498.89,24,1,0.3749546708204095,0.10526315789473684,0.0043859649122807015
2026-06-06,236,27848.17,26,1,0.37502261163984063,0.11016949152542373,0.00423728813559322
2026-06-07,258,27578.39,32,5,0.3698037169418544,0.12403100775193798,0.01937984496124031
2026-06-08,240,29206.54,27,5,0.3744889414665749,0.1125,0.020833333333333332
2026-06-09,261,33399.96,22,6,0.3461856000926861,0.0842911877394636,0.022988505747126436
2026-06-10,260,32128.32,27,3,0.3613551921644233,0.10384615384615385,0.011538461538461539
2026-06-11,250,36112.95,40,5,0.38994935017232674,0.16,0.02
2026-06-12,273,30763.989999999998,34,2,0.3648892453167298,0.12454212454212454,0.007326007326007326
2026-06-13,240,32375.8,28,2,0.36702944921403735,0.11666666666666667,0.008333333333333333
2026-06-14,249,33490.67,37,5,0.3992323418174402,0.14859437751004015,0.020080321285140562
2026-06-15,243,38761.29,36,2,0.3784167284985137,0.14814814814814814,0.00823045267489712
2026-06-16,226,30074.12,23,3,0.3684850014126276,0.10176991150442478,0.01327433628318584
2026-06-17,271,34176.97,36,2,0.3680243233211998,0.13284132841328414,0.007380073800738007
2026-06-18,256,31458.41,40,2,0.38752319097313803,0.15625,0.0078125
2026-06-19,243,28753.1,29,0,0.370934980648547,0.11934156378600823,0.0
2026-06-20,242,34236.94,36,5,0.3835300689346269,0.1487603305785124,0.02066115702479339
2026-06-21,241,31681.89,25,2,0.3701468416029682,0.1037344398340249,0.008298755186721992
2026-06-22,245,34616.81,28,3,0.3676008467628009,0.11428571428571428,0.012244897959183673
2026-06-23,234,29509.5,32,3,0.37560164205721325,0.13675213675213677,0.01282051282051282
2026-06-24,245,27248.55,29,2,0.3757094508941729,0.11836734693877551,0.00816326530612245
2026-06-25,261,34223.98,32,3,0.3730661620217591,0.12260536398467432,0.011494252873563218
2026-06-26,230,29137.1,28,2,0.37898707219084893,0.12173913043478261,0.008695652173913044
2026-06-27,276,34335.48,32,2,0.3609786426876337,0.11594202898550725,0.007246376811594203
2026-06-28,253,35302.42,30,2,0.3708455511930469,0.11857707509881422,0.007905138339920948
2026-06-29,253,29344.88,33,3,0.38622892726952096,0.13043478260869565,0.011857707509881422
2026-06-30,259,32097.49,28,2,0.36125512403112614,0.10810810810810811,0.007722007722007722
2026-07-01,247,29991.9,23,5,0.36022948529896703,0.0931174089068826,0.020242914979757085
2026-07-02,264,29204.34,34,3,0.374356605389028,0.12878787878787878,0.011363636363636364
2026-07-03,245,28227.69,29,1,0.35042873522621265,0.11836734693877551,0.004081632653061225
2026-07-04,238,26006.13,34,1,0.3684248177666523,0.14285714285714285,0.004201680672268907
2026-07-05,243,25807.420000000002,29,3,0.3751623359796665,0.11934156378600823,0.012345679012345678
2026-07-06,236,29668.69,32,7,0.37881365963428815,0.13559322033898305,0.029661016949152543
2026-07-07,237,27614.04,26,2,0.35842319095437924,0.10970464135021098,0.008438818565400843
2026-07-08,269,30188.68,27,8,0.37303302431572305,0.10037174721189591,0.02973977695167286
2026-07-09,253,33501.68,36,6,0.3743981939221082,0.1422924901185771,0.023715415019762844
2026-07-10,271,31968.63,33,2,0.36922339251323094,0.12177121771217712,0.007380073800738007
2026-07-11,244,29111.42,35,4,0.3882821501075534,0.14344262295081966,0.01639344262295082
2026-07-12,239,27593.73,27,3,0.3610678573881569,0.11297071129707113,0.012552301255230125
2026-07-13,241,31224.829999999998,37,0,0.37526988388859744,0.15352697095435686,0.0
2026-07-14,271,32397.9,37,5,0.36636216488715717,0.13653136531365315,0.01845018450184502
2026-07-15,252,29915.52,36,1,0.380014602674209,0.14285714285714285,0.003968253968253968
2026-07-16,256,28683.56,36,5,0.36974043752622066,0.140625,0.01953125
2026-07-17,256,27535.670000000002,44,3,0.37898622873651067,0.171875,0.01171875
2026-07-18,247,27037.97,23,6,0.3546458844759684,0.0931174089068826,0.024291497975708502
2026-07-19,272,31970.75,36,0,0.36349553866463663,0.1323529411764706,0.0
2026-07-20,233,25423.85,25,6,0.3620837594832702,0.1072961373390558,0.02575107296137339
2026-07-21,257,34543.14,36,2,0.38710024250627517,0.14007782101167315,0.007782101167315175
2026-07-22,266,26501.15,30,3,0.3481418521223469,0.11278195488721804,0.011278195488721804
2026-07-23,266,32820.840000000004,28,2,0.34050025497223135,0.10526315789473684,0.007518796992481203
2026-07-24,255,29563.52,31,2,0.3723364930348658,0.12156862745098039,0.00784313725490196
2026-07-25,280,34488.7,33,3,0.3542040536283093,0.11785714285714285,0.010714285714285714
2026-07-26,256,31614.93,31,1,0.37245992928622274,0.12109375,0.00390625
2026-07-27,279,33480.48,30,5,0.370079083827171,0.10752688172043011,0.017921146953405017
2026-07-28,230,33025.0,27,3,0.37163296616737496,0.11739130434782609,0.013043478260869565
2026-07-29,237,28862.83,37,5,0.3740826896139861,0.15611814345991562,0.02109704641350211
2026-07-30,239,25380.44,28,3,0.3661697135364495,0.11715481171548117,0.012552301255230125
2026-07-31,263,29968.46,33,2,0.38205981142952433,0.12547528517110265,0.0076045627376425855
2026-08-01,257,27338.37,33,3,0.3524739727976206,0.12840466926070038,0.011673151750972763
2026-08-02,244,29220.77,20,3,0.3333877390131731,0.08196721311475409,0.012295081967213115
2026-08-03,265,31913.55,35,6,0.36567416465540653,0.1320754716981132,0.022641509433962263
2026-08-04,208,31323.44,23,0,0.374340964324169,0.11057692307692307,0.0
2026-08-05,260,36127.16,34,2,0.3926893237558668,0.13076923076923078,0.007692307692307693
2026-08-06,245,29581.63,39,2,0.3820193043733245,0.15918367346938775,0.00816326530612245
2026-08-07,238,29563.65,24,2,0.36717624510988495,0.10084033613445378,0.008403361344537815
2026-08-08,250,30802.51,31,5,0.3649848781110619,0.124,0.02
2026-08-09,245,30819.2,28,10,0.3643941911287358,0.11428571428571428,0.04081632653061224
2026-08-10,248,32515.96,39,4,0.38861104191474816,0.15725806451612903,0.016129032258064516
2026-08-11,243,31675.74,29,3,0.36339907933980437,0.11934156378600823,0.012345679012345678
2026-08-12,248,33745.03,42,3,0.389263280620211,0.1693548387096774,0.012096774193548387
2026-08-13,239,27848.23,28,4,0.3659419454977055,0.11715481171548117,0.016736401673640166
2026-08-14,250,33347.75,32,3,0.35926641527559566,0.128,0.012
2026-08-15,236,28506.83,41,3,0.3962626206555282,0.17372881355932204,0.012711864406779662
2026-08-16,235,26715.3,20,2,0.35746915759169434,0.0851063829787234,0.00851063829787234
2026-08-17,253,33123.57,27,1,0.3579787089196036,0.1067193675889328,0.003952569169960474
2026-08-18,255,28134.64,32,4,0.37611172100355034,0.12549019607843137,0.01568627450980392
2026-08-19,267,33486.11,31,3,0.3603219085562956,0.11610486891385768,0.011235955056179775
2026-08-20,243,29795.63,26,2,0.3713162647434732,0.10699588477366255,0.00823045267489712
2026-08-21,239,27652.09,24,1,0.3466320255290635,0.100418410041841,0.0041841004184100415
2026-08-22,252,32583.06,27,1,0.3722253589851999,0.10714285714285714,0.003968253968253968
2026-08-23,255,34572.22,30,0,0.3602410051418564,0.11764705882352941,0.0
2026-08-24,262,30623.5,24,4,0.36270754031156416,0.0916030534351145,0.015267175572519083
2026-08-25,240,28226.79,19,3,0.35768673949536145,0.07916666666666666,0.0125
2026-08-26,263,30663.23,27,2,0.3531297779028876,0.10266159695817491,0.0076045627376425855
