transaction_id,customer_id,event_ts,province,channel,merchant_category,customer_segment,amount_cad,is_international,is_card_present,device_trust_score,account_age_days,transactions_24h,distance_from_home_km,hour_of_day,is_fraud,event_date,week_start,risk_score,is_alert,risk_tier,reason_code
TX0043871,C007910,2026-01-01 03:20:00,ON,E-commerce,Digital services,Affluent,122.45,0,0,74.2,2557,2,23.6,3,0,2026-01-01,2025-12-29,0.6563780316197131,1,High,unusual hour
TX0015503,C005514,2026-01-01 03:26:00,QC,E-commerce,Travel,Everyday,412.21,0,0,100.0,678,2,29.0,3,0,2026-01-01,2025-12-29,0.5367960853422495,0,High,unusual hour
TX0032683,C000669,2026-01-01 03:32:00,BC,Point of sale,Cash,Everyday,5.94,0,1,64.8,797,3,15.0,3,0,2026-01-01,2025-12-29,0.1508858787382791,0,Low,unusual hour
TX0047494,C007970,2026-01-01 03:47:00,ON,Recurring,Dining,New-to-bank,14.27,0,0,57.0,488,2,2.8,3,0,2026-01-01,2025-12-29,0.1788685627261673,0,Low,unusual hour
TX0019250,C003980,2026-01-01 03:59:00,AB,Point of sale,Other,Small business,68.06,0,1,81.3,1113,4,82.9,3,0,2026-01-01,2025-12-29,0.2646333583278121,0,Guarded,unusual hour
TX0010042,C004621,2026-01-01 04:01:00,ON,Recurring,Other,Everyday,10.55,0,0,66.7,583,7,246.1,4,0,2026-01-01,2025-12-29,0.659735402055344,1,High,"unusual hour, distance anomaly"
TX0041172,C014406,2026-01-01 04:05:00,BC,Mobile wallet,Grocery,Small business,4.75,0,0,68.1,1220,5,6.9,4,0,2026-01-01,2025-12-29,0.3203212977072528,0,Guarded,unusual hour
TX0043064,C012829,2026-01-01 04:08:00,QC,E-commerce,Electronics,Everyday,280.32,0,0,55.7,4495,3,10.2,4,0,2026-01-01,2025-12-29,0.8055611526546778,1,Critical,unusual hour
TX0043781,C008743,2026-01-01 04:11:00,QC,Recurring,Fuel,Everyday,6.51,0,0,70.5,1244,1,18.7,4,0,2026-01-01,2025-12-29,0.13360977344824068,0,Low,unusual hour
TX0038189,C009416,2026-01-01 04:14:00,AB,Point of sale,Grocery,Everyday,28.9,0,1,76.7,2141,4,6.0,4,0,2026-01-01,2025-12-29,0.20510140940478475,0,Low,unusual hour
TX0041836,C007693,2026-01-01 04:16:00,QC,Point of sale,Travel,Everyday,691.19,0,1,28.0,998,3,30.3,4,0,2026-01-01,2025-12-29,0.6983170382254695,1,High,"low device trust, high amount, unusual hour"
TX0001427,C005698,2026-01-01 04:38:00,AB,ATM,Other,Small business,288.22,0,0,100.0,659,6,64.2,4,1,2026-01-01,2025-12-29,0.3865702214609109,0,Guarded,unusual hour
TX0023979,C005592,2026-01-01 04:44:00,ON,Point of sale,Cash,Student,13.25,0,1,46.0,1020,4,30.3,4,0,2026-01-01,2025-12-29,0.27172310254845045,0,Guarded,unusual hour
TX0005485,C009634,2026-01-01 04:52:00,ON,E-commerce,Dining,Small business,23.34,0,0,55.1,1151,2,0.9,4,0,2026-01-01,2025-12-29,0.38990442134796294,0,Guarded,unusual hour
TX0001244,C014026,2026-01-01 04:54:00,BC,E-commerce,Other,New-to-bank,51.9,0,0,84.4,1688,1,55.1,4,0,2026-01-01,2025-12-29,0.4000853773431374,0,Guarded,unusual hour
TX0006574,C007779,2026-01-01 05:19:00,ON,Mobile wallet,Grocery,Affluent,122.08,1,0,56.2,418,4,38.9,5,0,2026-01-01,2025-12-29,0.8900782501380429,1,Critical,international
TX0014362,C014677,2026-01-01 05:19:00,AB,Point of sale,Grocery,Everyday,21.99,0,1,67.4,2614,4,49.9,5,0,2026-01-01,2025-12-29,0.2729861365752433,0,Guarded,combined behavioural signal
TX0036766,C007558,2026-01-01 05:23:00,QC,Point of sale,Electronics,New-to-bank,257.36,0,1,87.5,1242,6,4.4,5,0,2026-01-01,2025-12-29,0.4668268058393122,0,Guarded,combined behavioural signal
TX0014977,C001318,2026-01-01 05:48:00,BC,Mobile wallet,Travel,Affluent,291.21,0,0,71.5,498,2,10.9,5,0,2026-01-01,2025-12-29,0.3997271320873293,0,Guarded,combined behavioural signal
TX0040626,C012303,2026-01-01 05:51:00,BC,Mobile wallet,Travel,Affluent,449.5,1,0,69.8,1469,2,14.4,5,0,2026-01-01,2025-12-29,0.887263741418801,1,Critical,international
TX0041292,C004866,2026-01-01 05:55:00,ON,ATM,Dining,Student,24.03,0,0,98.1,594,4,58.3,5,0,2026-01-01,2025-12-29,0.1769655201702631,0,Low,combined behavioural signal
TX0008483,C001608,2026-01-01 05:56:00,SK,Point of sale,Other,New-to-bank,72.3,0,1,84.6,905,2,6.9,5,0,2026-01-01,2025-12-29,0.13941154736885403,0,Low,combined behavioural signal
TX0054997,C006524,2026-01-01 06:05:00,QC,Recurring,Electronics,Student,32.75,0,0,92.1,1284,6,33.2,6,0,2026-01-01,2025-12-29,0.36872383518282376,0,Guarded,combined behavioural signal
TX0021023,C010212,2026-01-01 06:06:00,ON,E-commerce,Electronics,Affluent,39.15,0,0,66.0,675,7,49.8,6,0,2026-01-01,2025-12-29,0.8149268240128107,1,Critical,combined behavioural signal
TX0013820,C010533,2026-01-01 06:07:00,ON,Point of sale,Other,Everyday,47.04,0,1,99.7,1060,2,7.2,6,0,2026-01-01,2025-12-29,0.10431666906680341,0,Low,combined behavioural signal
TX0009898,C001622,2026-01-01 06:17:00,AB,Point of sale,Grocery,New-to-bank,34.38,0,1,77.0,1082,5,6.7,6,0,2026-01-01,2025-12-29,0.23032963235356152,0,Low,combined behavioural signal
TX0003869,C005866,2026-01-01 06:23:00,ON,ATM,Electronics,Everyday,15.04,0,0,62.5,260,6,18.8,6,0,2026-01-01,2025-12-29,0.38591986560382086,0,Guarded,combined behavioural signal
TX0054355,C003090,2026-01-01 06:23:00,ON,Point of sale,Cash,Small business,285.23,1,1,48.1,409,2,24.3,6,0,2026-01-01,2025-12-29,0.701898222563138,1,High,international
TX0003954,C003428,2026-01-01 06:24:00,AB,Point of sale,Dining,Small business,92.78,0,1,63.5,1033,5,24.5,6,0,2026-01-01,2025-12-29,0.2646984054268181,0,Guarded,combined behavioural signal
TX0026605,C013529,2026-01-01 06:24:00,ON,Point of sale,Digital services,Small business,48.02,0,1,37.1,272,4,12.8,6,0,2026-01-01,2025-12-29,0.34288462255252267,0,Guarded,combined behavioural signal
TX0025322,C008056,2026-01-01 06:26:00,QC,ATM,Grocery,Everyday,22.19,0,0,64.6,2146,5,18.0,6,0,2026-01-01,2025-12-29,0.2902587781475088,0,Guarded,combined behavioural signal
TX0020523,C000155,2026-01-01 06:42:00,MB,Point of sale,Dining,Everyday,229.06,0,1,80.0,421,4,74.3,6,0,2026-01-01,2025-12-29,0.3030277968418022,0,Guarded,combined behavioural signal
TX0043737,C009044,2026-01-01 06:42:00,BC,Point of sale,Other,New-to-bank,32.62,0,1,80.4,491,6,55.5,6,0,2026-01-01,2025-12-29,0.2896338795114223,0,Guarded,combined behavioural signal
TX0037295,C001455,2026-01-01 06:46:00,ON,E-commerce,Digital services,Everyday,59.7,0,0,88.9,666,3,45.6,6,0,2026-01-01,2025-12-29,0.5238705675085148,0,High,combined behavioural signal
TX0056129,C000691,2026-01-01 07:03:00,BC,Point of sale,Grocery,Small business,10.41,0,1,58.6,1404,3,80.0,7,0,2026-01-01,2025-12-29,0.20031183915091583,0,Low,combined behavioural signal
TX0033779,C006623,2026-01-01 07:03:00,AB,Mobile wallet,Other,Everyday,46.37,0,0,40.6,810,3,22.0,7,0,2026-01-01,2025-12-29,0.45625252486135487,0,Guarded,combined behavioural signal
TX0054000,C000784,2026-01-01 07:09:00,ON,E-commerce,Grocery,Affluent,20.8,0,0,77.8,1264,3,12.7,7,0,2026-01-01,2025-12-29,0.4598008279957578,0,Guarded,combined behavioural signal
TX0010418,C005516,2026-01-01 07:12:00,QC,ATM,Grocery,Small business,23.34,0,0,71.2,1047,3,9.7,7,0,2026-01-01,2025-12-29,0.15264891674964176,0,Low,combined behavioural signal
TX0050245,C003461,2026-01-01 07:13:00,AB,Point of sale,Grocery,New-to-bank,35.74,0,1,53.6,559,2,37.2,7,0,2026-01-01,2025-12-29,0.20999867214956516,0,Low,combined behavioural signal
TX0056746,C008399,2026-01-01 07:22:00,ON,E-commerce,Electronics,Everyday,19.92,0,0,36.2,2054,1,90.4,7,0,2026-01-01,2025-12-29,0.681452641335201,1,High,combined behavioural signal
TX0036572,C010845,2026-01-01 07:51:00,ON,E-commerce,Other,Student,53.6,0,0,100.0,1402,3,24.7,7,0,2026-01-01,2025-12-29,0.39517048255595333,0,Guarded,combined behavioural signal
TX0001282,C013357,2026-01-01 07:53:00,QC,ATM,Digital services,Everyday,36.91,0,0,100.0,18,1,6.2,7,0,2026-01-01,2025-12-29,0.11753658500608588,0,Low,new account
TX0018803,C011044,2026-01-01 07:55:00,AB,E-commerce,Grocery,Everyday,40.61,0,0,77.7,394,4,67.8,7,0,2026-01-01,2025-12-29,0.5342260246005729,0,High,combined behavioural signal
TX0032535,C004403,2026-01-01 07:55:00,QC,Point of sale,Grocery,Everyday,71.62,0,1,100.0,181,6,8.7,7,0,2026-01-01,2025-12-29,0.1949516409457532,0,Low,combined behavioural signal
TX0028038,C010713,2026-01-01 07:57:00,QC,Point of sale,Other,Affluent,69.61,0,1,100.0,367,4,9.7,7,0,2026-01-01,2025-12-29,0.19454515274920803,0,Low,combined behavioural signal
TX0003601,C012890,2026-01-01 08:08:00,QC,ATM,Other,Everyday,48.21,0,0,66.4,1030,2,5.8,8,0,2026-01-01,2025-12-29,0.17822029270435683,0,Low,combined behavioural signal
TX0054901,C008155,2026-01-01 08:20:00,QC,Recurring,Fuel,Everyday,87.85,0,0,78.0,1243,3,102.7,8,0,2026-01-01,2025-12-29,0.26144912005927884,0,Guarded,combined behavioural signal
TX0053784,C014800,2026-01-01 08:27:00,ON,Point of sale,Fuel,Small business,137.03,0,1,59.5,179,2,4.2,8,0,2026-01-01,2025-12-29,0.14291789275574546,0,Low,combined behavioural signal
TX0023991,C003489,2026-01-01 08:37:00,QC,ATM,Electronics,New-to-bank,283.2,0,0,78.2,1590,4,46.0,8,0,2026-01-01,2025-12-29,0.4809982641859991,0,Guarded,combined behavioural signal
TX0050921,C008915,2026-01-01 08:38:00,ON,Point of sale,Grocery,Everyday,24.97,0,1,71.0,111,2,90.3,8,0,2026-01-01,2025-12-29,0.1755428843933011,0,Low,combined behavioural signal
TX0043269,C011087,2026-01-01 08:40:00,AB,Recurring,Fuel,Affluent,23.76,0,0,45.2,1133,7,11.8,8,0,2026-01-01,2025-12-29,0.4642728470800419,0,Guarded,combined behavioural signal
TX0013446,C010185,2026-01-01 08:44:00,QC,Point of sale,Dining,Everyday,37.54,0,1,96.9,933,9,45.7,8,0,2026-01-01,2025-12-29,0.3403067475132156,0,Guarded,high velocity
TX0009180,C008371,2026-01-01 08:48:00,ON,E-commerce,Grocery,Affluent,24.98,0,0,54.2,381,3,19.3,8,0,2026-01-01,2025-12-29,0.5414186888552736,0,High,combined behavioural signal
TX0006839,C005995,2026-01-01 09:14:00,SK,Mobile wallet,Other,Small business,17.0,0,0,61.0,583,4,0.4,9,0,2026-01-01,2025-12-29,0.29709286224885817,0,Guarded,combined behavioural signal
TX0011063,C007218,2026-01-01 09:17:00,AB,ATM,Grocery,New-to-bank,135.26,0,0,51.6,465,7,4.0,9,0,2026-01-01,2025-12-29,0.4431860603299306,0,Guarded,combined behavioural signal
TX0045026,C006421,2026-01-01 09:21:00,BC,E-commerce,Grocery,Affluent,19.66,0,0,68.0,459,5,44.2,9,0,2026-01-01,2025-12-29,0.5879097233654028,0,High,combined behavioural signal
TX0046664,C003455,2026-01-01 09:21:00,AB,E-commerce,Digital services,Everyday,49.7,0,0,70.4,4069,3,21.4,9,0,2026-01-01,2025-12-29,0.6201186008454959,0,High,combined behavioural signal
TX0027725,C005084,2026-01-01 09:22:00,QC,Point of sale,Other,New-to-bank,65.78,1,1,74.9,607,3,21.8,9,0,2026-01-01,2025-12-29,0.6369799913153389,0,High,international
TX0024864,C012991,2026-01-01 09:23:00,QC,Point of sale,Grocery,Everyday,180.19,0,1,33.7,867,5,80.9,9,0,2026-01-01,2025-12-29,0.5236490562755088,0,High,low device trust
TX0029665,C007761,2026-01-01 09:28:00,ON,E-commerce,Grocery,New-to-bank,218.22,0,0,91.8,517,1,14.4,9,0,2026-01-01,2025-12-29,0.3625558574363931,0,Guarded,combined behavioural signal
TX0029998,C009608,2026-01-01 09:31:00,ON,Point of sale,Dining,Small business,20.69,0,1,54.6,577,2,16.6,9,0,2026-01-01,2025-12-29,0.1319288538041256,0,Low,combined behavioural signal
TX0052883,C010739,2026-01-01 09:34:00,NB,ATM,Grocery,Everyday,57.53,0,0,80.3,2559,1,48.4,9,0,2026-01-01,2025-12-29,0.11726554086979839,0,Low,combined behavioural signal
TX0052946,C003079,2026-01-01 09:35:00,AB,E-commerce,Other,Everyday,79.09,0,0,78.0,169,3,17.5,9,0,2026-01-01,2025-12-29,0.45366063674418755,0,Guarded,combined behavioural signal
TX0009518,C001969,2026-01-01 09:43:00,AB,E-commerce,Fuel,Everyday,207.42,0,0,62.8,654,3,4.4,9,0,2026-01-01,2025-12-29,0.5365673611965002,0,High,combined behavioural signal
TX0036310,C009386,2026-01-01 09:48:00,QC,Point of sale,Grocery,Student,82.81,0,1,34.8,332,4,1.4,9,0,2026-01-01,2025-12-29,0.3178022237406845,0,Guarded,low device trust
TX0030661,C007969,2026-01-01 10:17:00,QC,Mobile wallet,Digital services,Small business,12.39,0,0,87.4,2001,4,3.2,10,0,2026-01-01,2025-12-29,0.32397274869356146,0,Guarded,combined behavioural signal
TX0025206,C009478,2026-01-01 10:23:00,QC,E-commerce,Travel,Small business,294.0,0,0,74.3,953,4,64.6,10,0,2026-01-01,2025-12-29,0.6249986508643925,0,High,combined behavioural signal
TX0049782,C007661,2026-01-01 10:28:00,ON,E-commerce,Fuel,New-to-bank,88.72,0,0,78.6,261,5,17.3,10,0,2026-01-01,2025-12-29,0.4989079380747957,0,Guarded,combined behavioural signal
TX0006932,C001562,2026-01-01 10:30:00,BC,ATM,Electronics,New-to-bank,347.03,0,0,71.1,486,3,13.3,10,0,2026-01-01,2025-12-29,0.38133687102339076,0,Guarded,combined behavioural signal
TX0012208,C006514,2026-01-01 10:42:00,ON,Mobile wallet,Grocery,Everyday,44.07,0,0,81.3,966,5,6.6,10,0,2026-01-01,2025-12-29,0.3158923887752634,0,Guarded,combined behavioural signal
TX0037841,C007291,2026-01-01 10:46:00,AB,Point of sale,Dining,Affluent,154.2,0,1,71.4,710,4,7.9,10,0,2026-01-01,2025-12-29,0.27475993206439536,0,Guarded,combined behavioural signal
TX0007565,C008933,2026-01-01 10:48:00,SK,E-commerce,Grocery,Small business,67.88,0,0,60.2,867,4,37.4,10,0,2026-01-01,2025-12-29,0.4940412809856336,0,Guarded,combined behavioural signal
TX0058547,C009632,2026-01-01 10:49:00,QC,Point of sale,Travel,Everyday,255.96,0,1,84.3,647,1,56.2,10,0,2026-01-01,2025-12-29,0.17050959106086258,0,Low,combined behavioural signal
TX0019244,C013518,2026-01-01 10:53:00,QC,E-commerce,Other,New-to-bank,327.19,0,0,87.2,537,2,45.7,10,0,2026-01-01,2025-12-29,0.5822058539065406,0,High,combined behavioural signal
TX0041618,C007408,2026-01-01 11:09:00,ON,Point of sale,Digital services,Student,187.72,0,1,72.3,1598,5,0.9,11,0,2026-01-01,2025-12-29,0.3763555017952093,0,Guarded,combined behavioural signal
TX0030023,C010184,2026-01-01 11:11:00,AB,Recurring,Electronics,New-to-bank,18.33,0,0,45.0,1401,5,52.2,11,0,2026-01-01,2025-12-29,0.48664746367637324,0,Guarded,combined behavioural signal
TX0047229,C005208,2026-01-01 11:15:00,MB,Point of sale,Dining,Student,95.28,0,1,89.2,699,3,39.1,11,0,2026-01-01,2025-12-29,0.14949684576113126,0,Low,combined behavioural signal
TX0023679,C011187,2026-01-01 11:22:00,MB,Point of sale,Fuel,Student,60.93,0,1,70.3,929,3,43.7,11,0,2026-01-01,2025-12-29,0.1768349483131398,0,Low,combined behavioural signal
TX0020805,C008384,2026-01-01 11:55:00,AB,E-commerce,Other,Everyday,121.6,0,0,86.3,256,3,58.4,11,0,2026-01-01,2025-12-29,0.49155016340142943,0,Guarded,combined behavioural signal
TX0015650,C004279,2026-01-01 11:57:00,ON,Recurring,Digital services,Everyday,56.85,0,0,77.7,1158,4,7.5,11,0,2026-01-01,2025-12-29,0.2532648658465284,0,Guarded,combined behavioural signal
TX0002942,C011408,2026-01-01 12:04:00,MB,Mobile wallet,Digital services,Small business,59.19,0,0,61.1,317,4,5.7,12,0,2026-01-01,2025-12-29,0.3850287964503746,0,Guarded,combined behavioural signal
TX0051378,C009342,2026-01-01 12:14:00,QC,E-commerce,Grocery,Small business,25.64,0,0,52.4,264,4,5.3,12,0,2026-01-01,2025-12-29,0.46647041535694156,0,Guarded,combined behavioural signal
TX0034112,C001352,2026-01-01 12:16:00,ON,Point of sale,Other,Affluent,55.19,0,1,100.0,501,7,1.6,12,0,2026-01-01,2025-12-29,0.24707464647138216,0,Low,combined behavioural signal
TX0013777,C008737,2026-01-01 12:20:00,ON,Mobile wallet,Electronics,New-to-bank,306.39,0,0,64.0,861,2,24.7,12,0,2026-01-01,2025-12-29,0.5308276346598375,0,High,combined behavioural signal
TX0023014,C004290,2026-01-01 12:21:00,ON,Point of sale,Digital services,Small business,20.23,0,1,64.4,1121,4,89.2,12,0,2026-01-01,2025-12-29,0.3038300802820173,0,Guarded,combined behavioural signal
TX0015058,C008340,2026-01-01 12:24:00,AB,Mobile wallet,Digital services,Student,79.45,0,0,61.2,790,1,7.1,12,0,2026-01-01,2025-12-29,0.3469421998330387,0,Guarded,combined behavioural signal
TX0008445,C011883,2026-01-01 12:26:00,QC,E-commerce,Grocery,New-to-bank,6.12,0,0,75.1,149,4,75.3,12,0,2026-01-01,2025-12-29,0.5164569317251396,0,High,combined behavioural signal
TX0015643,C007048,2026-01-01 12:26:00,AB,Mobile wallet,Electronics,Everyday,1272.21,0,0,99.9,359,7,6.2,12,0,2026-01-01,2025-12-29,0.9456185360050675,1,Critical,high amount
TX0055339,C008846,2026-01-01 12:31:00,QC,Point of sale,Dining,Student,77.02,1,1,100.0,1800,3,73.4,12,0,2026-01-01,2025-12-29,0.5842643555110039,0,High,international
TX0034835,C012645,2026-01-01 12:42:00,QC,Mobile wallet,Dining,Affluent,205.01,0,0,42.1,354,2,58.3,12,0,2026-01-01,2025-12-29,0.5408551677530288,0,High,combined behavioural signal
TX0009848,C002979,2026-01-01 12:43:00,BC,Point of sale,Grocery,Student,75.52,0,1,58.6,293,1,97.7,12,0,2026-01-01,2025-12-29,0.18447464718627563,0,Low,combined behavioural signal
TX0048340,C013906,2026-01-01 12:46:00,SK,Mobile wallet,Cash,Affluent,13.13,0,0,63.4,2831,4,0.5,12,0,2026-01-01,2025-12-29,0.35078726100356267,0,Guarded,combined behavioural signal
TX0050029,C001445,2026-01-01 12:47:00,AB,Mobile wallet,Dining,Everyday,111.71,0,0,94.7,1460,5,23.5,12,0,2026-01-01,2025-12-29,0.3351792448822698,0,Guarded,combined behavioural signal
TX0041061,C011103,2026-01-01 12:57:00,ON,ATM,Dining,Everyday,115.36,0,0,83.6,2368,3,3.1,12,0,2026-01-01,2025-12-29,0.15684647085070605,0,Low,combined behavioural signal
TX0035149,C007571,2026-01-01 13:06:00,QC,Mobile wallet,Other,New-to-bank,224.89,0,0,72.1,491,3,4.0,13,0,2026-01-01,2025-12-29,0.39795424978850624,0,Guarded,combined behavioural signal
TX0048370,C004927,2026-01-01 13:09:00,ON,Mobile wallet,Dining,Affluent,205.98,0,0,6.7,361,4,48.9,13,1,2026-01-01,2025-12-29,0.7221806879948386,1,High,low device trust
TX0047508,C001656,2026-01-01 13:13:00,ON,Point of sale,Grocery,Everyday,337.17,0,1,81.7,329,1,10.8,13,0,2026-01-01,2025-12-29,0.15986281719573028,0,Low,combined behavioural signal
